title,url,description
Oscars 2015: 5 things we loved,http://www.cnn.com/2015/02/23/entertainment/oscars-2015-5-things-gaga-glory-feat/index.html,"Birdman" will go into the history books as 2014's best picture winner, but the 87th Academy Awards will also be remembered for a handful of stirring moments -- and a few awkward ones:
Everything I know about a good death I learned from my cat,http://www.theverge.com/2015/2/23/8069825/everything-i-know-about-a-good-death-i-learned-from-my-cat,My cat has been dying for the last two years. It is normal to me now — it is simply the state of affairs.
